,log_standard_value,Y_pred,bioactivity_class_real,bioactivity_class_pred
5110,5.0,5.10402318156201,active,intermediate
5118,6.166215625343521,5.956841941743075,inactive,intermediate
5122,5.928117992693875,6.011623313343325,intermediate,inactive
5143,6.091514981121351,5.5169017975561045,inactive,intermediate
5148,5.590066876668706,6.471489015609071,intermediate,inactive
5149,5.0,5.051867793292821,active,intermediate
5150,5.0,5.073397975185869,active,intermediate
5151,5.0,5.110377957912171,active,intermediate
5153,5.0,5.220996082525278,active,intermediate
5155,5.0,5.395734452152247,active,intermediate
5157,6.142667503568732,5.953585531361033,inactive,intermediate
5159,6.055517327849832,5.940637161981508,inactive,intermediate
5165,6.080921907623926,5.912546239992285,inactive,intermediate
5176,4.97061622231479,5.003052349987703,active,intermediate
5180,4.910094888560602,5.1306163554911395,active,intermediate
5183,4.97469413473523,5.078882173415294,active,intermediate
5200,6.136677139879544,5.974856518139302,inactive,intermediate
5210,5.096910013008056,4.981091625594145,intermediate,active
5229,5.108295323760817,4.993685904264886,intermediate,active
5231,5.0,5.075186112115578,active,intermediate
5233,5.0,5.0684602042272955,active,intermediate
5234,5.0,5.0943283102018455,active,intermediate
5236,5.983384452442823,6.063251042480334,intermediate,inactive
5237,6.063486257521107,5.987219622324039,inactive,intermediate
5248,5.0,5.124412546677079,active,intermediate
5250,6.130181792020672,5.9301971956333,inactive,intermediate
5271,4.991399828238082,5.098275523935784,active,intermediate
5273,4.896196279044043,5.131989471930154,active,intermediate
5275,5.136677139879544,4.9285416140830005,intermediate,active
5276,4.982966660701219,5.120812504825875,active,intermediate
5283,6.00436480540245,5.902702379148322,inactive,intermediate
5295,6.102372908709558,5.77046893748437,inactive,intermediate
5299,4.795880017344075,5.046618250216072,active,intermediate
5313,6.0,5.365680714385255,inactive,intermediate
5398,4.97469413473523,5.146412253514998,active,intermediate
5401,4.798602875679548,5.040986357915334,active,intermediate
5402,4.782516055786093,5.055873264174088,active,intermediate
5403,4.75559916619863,5.328281329123541,active,intermediate
5461,5.958607314841775,6.032948603093083,intermediate,inactive
5462,4.619788758288394,5.172785621743461,active,intermediate
5463,6.173925197299173,5.851036766354123,inactive,intermediate
5464,6.0,5.8148782552225144,inactive,intermediate
5465,6.229147988357855,5.947488429931406,inactive,intermediate
5468,4.728158393463501,5.0482313762084114,active,intermediate
5469,4.87942606879415,5.161791208666983,active,intermediate
5476,6.091514981121351,5.884866204018404,inactive,intermediate
5477,4.924453038607469,5.042178037435032,active,intermediate
5487,4.762205006726077,5.039075719678005,active,intermediate
5494,4.883724412419456,5.105481122182456,active,intermediate
5495,4.989700043360188,5.132933334181035,active,intermediate
5505,5.003926345514724,4.980722967112445,intermediate,active
5518,4.728158393463501,5.009205201684877,active,intermediate
5595,6.161150909262744,5.910745157763071,inactive,intermediate
5596,5.0,5.1584802584857945,active,intermediate
5597,5.0,5.1161440278329815,active,intermediate
5599,5.0,5.191183393787657,active,intermediate
5602,5.0,5.334138999449052,active,intermediate
5607,6.173925197299173,5.9137067829500465,inactive,intermediate
5613,5.0,5.308971292100092,active,intermediate
5617,5.0,5.154867292836713,active,intermediate
5622,5.0,5.190789739100435,active,intermediate
5624,6.045757490560675,5.8397198522797,inactive,intermediate
5629,5.0,5.151353947472137,active,intermediate
5631,5.0,5.113324297790896,active,intermediate
5632,5.0,5.1196041132558445,active,intermediate
5635,5.0,5.217806279971565,active,intermediate
5638,5.0,5.276297664420363,active,intermediate
5640,5.0,5.04515924323968,active,intermediate
5641,5.0,5.1688348236825785,active,intermediate
5643,5.0,5.083489842038592,active,intermediate
5645,5.0,5.0979660899418535,active,intermediate
5648,6.275724130399211,5.973440336180025,inactive,intermediate
5649,5.0,5.152239199170583,active,intermediate
5654,5.0,5.1984997742780354,active,intermediate
5658,4.978810700930062,5.146698633475687,active,intermediate
5674,6.075720713938118,5.992326895178267,inactive,intermediate
5675,5.0,5.433843608349123,active,intermediate
5676,4.809668301829708,5.214934288676925,active,intermediate
5677,4.647817481888637,5.478421775976426,active,intermediate
5682,5.7121982700697735,6.056477778254249,intermediate,inactive
5684,4.882728704344236,5.187155360095412,active,intermediate
5687,4.82102305270683,5.081496440947394,active,intermediate
5689,4.82102305270683,5.072045674296607,active,intermediate
5692,6.204815410317576,5.964501760458657,inactive,intermediate
5702,5.0,5.011030304666075,active,intermediate
5708,6.11975822410452,5.712513012327857,inactive,intermediate
5711,6.317854923626168,5.961898655280577,inactive,intermediate
5739,4.943095148663527,5.157203351087499,active,intermediate
5754,4.832682665251824,5.103921664920546,active,intermediate
5775,5.961379838050297,6.062609831164798,intermediate,inactive
5786,5.3879582553547305,4.758804009413118,intermediate,active
5788,5.0,5.3342619324651706,active,intermediate
5796,5.0,5.401845723651625,active,intermediate
5798,5.855737226238009,6.060600538703364,intermediate,inactive
5799,5.0,5.322911603250877,active,intermediate
5800,5.884056823060945,6.058988289336978,intermediate,inactive
5809,5.999132278468773,6.218635422160199,intermediate,inactive
5815,5.0,5.464035508645394,active,intermediate
5862,4.698970004336019,5.016598820419001,active,intermediate
5870,5.920818753952375,6.128120367812835,intermediate,inactive
5874,5.920818753952375,6.021835553688313,intermediate,inactive
5876,6.040958607678906,5.953800413225765,inactive,intermediate
5892,5.8996294548824375,6.487149544211421,intermediate,inactive
5903,5.0,5.130283277816306,active,intermediate
5907,5.136677139879544,4.783356896684818,intermediate,active
5917,6.213248577854439,5.992497826074131,inactive,intermediate
5921,5.939302159646388,6.32600666965577,intermediate,inactive
5922,6.015922966097169,5.995205674474624,inactive,intermediate
5925,6.1938200260161125,5.887079578947766,inactive,intermediate
5931,6.005243055412372,5.763939533541766,inactive,intermediate
5932,6.097453220686009,5.929072778960177,inactive,intermediate
5933,6.073143291050307,5.480598836957153,inactive,intermediate
5935,6.044312249686494,5.518921159677293,inactive,intermediate
5939,6.039529222465701,5.758959110110833,inactive,intermediate
5945,6.148130399270234,5.762989749081051,inactive,intermediate
5946,4.99481948749622,5.252931173611299,active,intermediate
5949,6.1938200260161125,5.893277377242516,inactive,intermediate
5950,5.0695604052333,4.940783921349112,intermediate,active
5962,6.00436480540245,5.8895071464616535,inactive,intermediate
5964,6.055517327849832,5.827651997135607,inactive,intermediate
5965,5.0,5.144752964602771,active,intermediate
5972,6.091514981121351,5.81509528587625,inactive,intermediate
5979,4.962175249411658,5.280814509499582,active,intermediate
5981,4.97798426018228,5.094739156614631,active,intermediate
5989,4.898940645091884,5.01381077593012,active,intermediate
5999,5.896196279044043,6.0439516161525555,intermediate,inactive
6001,6.055517327849832,5.827035125695505,inactive,intermediate
6009,6.0030507515046185,5.892003471963585,inactive,intermediate
6013,4.856985199745905,5.076350654423823,active,intermediate
6045,4.925915310971757,5.095254943765712,active,intermediate
6058,6.715118285344548,5.893463335321472,inactive,intermediate
6064,4.97469413473523,5.145699563572057,active,intermediate
6065,5.247183568811729,4.967376071667967,intermediate,active
6068,4.743763466794077,5.221068475587952,active,intermediate
6106,5.779891911959945,7.325254845494576,intermediate,inactive
6109,4.63445585997053,5.267474914744831,active,intermediate
6110,4.900664722314042,5.073243984793097,active,intermediate
6144,5.3979400086720375,4.9553119605757265,intermediate,active
6163,5.0,5.7551785625527785,active,intermediate
6165,5.0,5.067620916180491,active,intermediate
6183,4.846490010699163,5.193046014839418,active,intermediate
6190,6.1249387366083,5.839482589152071,inactive,intermediate
6194,4.958607314841775,5.024846386934518,active,intermediate
6198,6.6020599913279625,5.941007521047063,inactive,intermediate
6211,4.0655015487564325,5.30511843322128,active,intermediate
6219,5.0,5.29351515421931,active,intermediate
6220,5.0,5.500733227509423,active,intermediate
6225,6.107905397309519,5.977341107076722,inactive,intermediate
6239,6.221848749616356,5.856520680408954,inactive,intermediate
6293,4.982966660701219,5.0404508749803405,active,intermediate
6330,4.8297382846050425,5.211359124985092,active,intermediate
6337,5.935542010773082,6.002400447789529,intermediate,inactive
6339,4.866461091629782,5.402001520839243,active,intermediate
6366,4.200000030616179,5.051671808901267,active,intermediate
6367,5.0,5.1444689512122475,active,intermediate
6377,4.935804164135357,5.001236641397262,active,intermediate
6378,6.252899068635013,5.950602518326708,inactive,intermediate
6381,4.998179782961672,5.284151718079567,active,intermediate
6404,4.79317412396815,5.264010645268197,active,intermediate
6406,4.958607314841775,5.301739595082952,active,intermediate
6407,4.853871964321762,5.159867452286555,active,intermediate
6408,4.468521082957745,5.102797612769932,active,intermediate
6409,4.698970004336019,5.066053660722167,active,intermediate
6419,6.040958607678906,5.6867769030628885,inactive,intermediate
6420,4.886056647693163,5.129868678432235,active,intermediate
6424,4.6020599913279625,5.140565101224586,active,intermediate
6425,5.0,5.134246371269767,active,intermediate
6429,5.062482107982653,4.966613435997459,intermediate,active
6437,4.6020599913279625,5.026814801603305,active,intermediate
6443,6.148130399270234,5.83356851392045,inactive,intermediate
6470,5.268411234813262,4.572664824663155,intermediate,active
6480,4.770062314092066,5.008523416111363,active,intermediate
6484,5.0,5.056698625438725,active,intermediate
6485,5.0,5.012626657416731,active,intermediate
6486,5.0,5.002504956998325,active,intermediate
6487,5.0,5.01920159127529,active,intermediate
6488,5.0,5.009945354865546,active,intermediate
6492,5.0,5.068683230460627,active,intermediate
6494,5.0,5.032275229342442,active,intermediate
6495,5.0,5.012138278560949,active,intermediate
6496,5.0,5.011260984021355,active,intermediate
6497,5.0,5.011260984021355,active,intermediate
6498,5.0,5.005051499783199,active,intermediate
6504,5.0,5.005406075122408,active,intermediate
6506,5.0,5.006040937697619,active,intermediate
6507,5.0,5.000132282657337,active,intermediate
6508,5.0,5.012441251443275,active,intermediate
6509,5.0,5.005051499783199,active,intermediate
6514,5.0,5.021737226817992,active,intermediate
6516,5.0,5.004921441283042,active,intermediate
6518,5.0,5.021844374124036,active,intermediate
6519,5.0,5.067886166483366,active,intermediate
6520,5.0,5.013426145719279,active,intermediate
6521,5.0,5.031470438903117,active,intermediate
6522,5.0,5.011337126609158,active,intermediate
6523,5.0,5.011337126609158,active,intermediate
6524,5.0,5.023904055907748,active,intermediate
6525,5.0,5.002516953495646,active,intermediate
6526,5.0,5.087693949810163,active,intermediate
6527,5.0,5.0158302682739695,active,intermediate
6528,5.0,5.036944420607961,active,intermediate
6529,5.0,5.052534047255597,active,intermediate
6530,5.0,5.067448782801306,active,intermediate
6531,5.0,5.085452169178965,active,intermediate
6533,5.0,5.0184220269656405,active,intermediate
6536,5.0,5.013606818172128,active,intermediate
6539,5.0,5.040154484936441,active,intermediate
6554,6.1487416512809245,5.509655842383429,inactive,intermediate
6571,5.142667503568732,4.85261768497857,intermediate,active
6572,5.356547323513812,4.954064208664348,intermediate,active
6639,5.0,5.332460721781035,active,intermediate
6640,5.0,5.158692709676935,active,intermediate
